,logFC,AveExpr,t,P.Value,adj.P.Val,B,Mean_NT,Mean_Angptl3,log2FC_Angptl3_vs_NT
Ndufaf6,-0.165879721,4.477970562,-1.910170297,0.077645476,0.378250429,-4.584027417,23.66633333,21.09581,-0.165879721
Bcr,-0.165898958,3.6255682,-1.244902943,0.234400743,0.592009159,-5.489200537,12.20055167,10.8752414,-0.165898958
Ncdn,-0.165917649,3.685800263,-0.955102818,0.35636086,0.696059903,-5.790467424,13.19590767,11.7623224,-0.165917649
Narf,-0.165934347,4.857906385,-1.045460038,0.31421784,0.664025182,-5.703660927,30.32613667,27.031234,-0.165934347
Zdhhc3,-0.16620487,2.495686997,-1.537711968,0.147283071,0.492564609,-5.123019803,4.915526,4.3806378,-0.16620487
Mbl1,-0.166454248,7.842747053,-1.342746688,0.201554373,0.558447466,-5.373239054,250.354,223.0729,-0.166454248
Tnfrsf1a,-0.166598982,6.790694244,-1.109155201,0.286782308,0.640965991,-5.638501778,126.9230167,113.080858,-0.166598982
Zscan29,-0.166661845,2.650901583,-1.258053877,0.229753232,0.588540898,-5.474009913,5.987676333,5.334431,-0.166661845
Ugt2b37,-0.166718474,2.337979389,-0.619787486,0.545744502,0.812410048,-6.0507109,5.719800333,5.0955798,-0.166718474
Rps3a2,-0.16676919,2.235780028,-0.658936568,0.521047184,0.800458211,-6.025602214,3.857739333,3.4366108,-0.16676919
Prelid3b,-0.166832963,5.162032525,-1.544429283,0.14565806,0.490213123,-5.113972898,38.59726667,34.382292,-0.166832963
Iqcb1,-0.166957456,1.205901533,-0.804483208,0.435093877,0.749550224,-5.919810667,1.429855433,1.27359964,-0.166957456
Gfod2,-0.167071689,2.09202136,-0.846227586,0.412213975,0.732636441,-5.88593991,3.569267667,3.1789634,-0.167071689
Zfp52,-0.167125544,0.591064031,-0.177034058,0.862117138,0.953078562,-6.230376028,0.565234267,0.50340634,-0.167125544
Gtpbp6,-0.167149054,2.95882492,-1.467090154,0.165318905,0.513768189,-5.216464704,7.273863667,6.4781094,-0.167149054
Atp6v0e,-0.167291973,4.663509742,-1.838378166,0.088165148,0.397811562,-4.693396386,26.94591,23.995674,-0.167291973
Spcs2,-0.16741193,6.014696502,-1.136699585,0.275491103,0.630082819,-5.609337747,71.5131,63.678026,-0.16741193
Dnaaf5,-0.167471416,2.729355206,-1.118345214,0.282976913,0.638047943,-5.628836787,5.932552,5.2823556,-0.167471416
Lrrc47,-0.167610891,4.234283394,-1.266861509,0.22668167,0.58454465,-5.463766543,19.59629567,17.4468922,-0.167610891
Selenbp2,-0.167626082,10.20622588,-0.547653925,0.592892945,0.837392467,-6.093161645,1262.593567,1124.0952,-0.167626082
Galm,-0.16764365,6.794794269,-1.924833925,0.075641903,0.375090309,-4.561400789,115.3544133,102.699528,-0.16764365
Cxxc1,-0.167673873,5.43615163,-1.764241367,0.100354177,0.418946683,-4.803762147,46.37521333,41.286784,-0.167673873
Nhsl1,-0.167683966,1.98325712,-0.541052076,0.597310418,0.839154068,-6.096797292,3.523965333,3.1372832,-0.167683966
Lyn,-0.167768281,4.045169562,-0.973589037,0.347428662,0.690959107,-5.773256192,17.92051967,15.9531818,-0.167768281
Fes,-0.167805879,2.458323519,-0.641678815,0.531854808,0.804778452,-6.03684852,5.082556333,4.5244688,-0.167805879
Ssh3,-0.16785207,3.947536288,-1.055836839,0.309621038,0.658923926,-5.693265737,16.04516,14.282872,-0.16785207
Ppm1h,-0.167892018,0.601241007,-0.290783505,0.775647931,0.918614432,-6.202966326,0.597220767,0.5316115,-0.167892018
Atp11b,-0.167897238,3.43280193,-1.228660267,0.240242903,0.596958709,-5.507789143,11.09948233,9.8800836,-0.167897238
Rdh11,-0.168037866,4.812293935,-0.649970495,0.526646399,0.802605956,-6.031480004,31.28022,27.841034,-0.168037866
Cbfb,-0.168042765,3.692178161,-1.192870119,0.253518597,0.609533597,-5.548064233,13.60763333,12.1114652,-0.168042765
Eloa,-0.168146323,4.20666861,-1.041153263,0.316140313,0.665930956,-5.707949896,19.37373667,17.242344,-0.168146323
Mmadhc,-0.168302413,5.739313197,-1.355995562,0.197407839,0.551514633,-5.357024305,57.06994,50.785922,-0.168302413
Pdhb,-0.168384014,6.428137749,-1.336798405,0.203438907,0.560148292,-5.380479878,88.25543,78.53311,-0.168384014
Arhgap17,-0.168455284,2.17529529,-0.716193385,0.486109399,0.779950735,-5.986300671,3.924406,3.4919164,-0.168455284
Grb2,-0.168656663,5.487624162,-1.243182789,0.235014094,0.592502937,-5.491178226,49.3828,43.93443,-0.168656663
Ccrl2,-0.168661459,1.155615247,-0.352593528,0.729851678,0.897657988,-6.182555671,1.463789733,1.3022865,-0.168661459
Slc30a4,-0.168747174,0.696978339,-0.436423704,0.66944624,0.872542581,-6.148744094,0.683330047,0.607900578,-0.168747174
Kdm2a,-0.169079509,3.545434352,-1.007987262,0.331233403,0.678190896,-5.740475081,11.96856533,10.6449614,-0.169079509
Dnajc16,-0.169129852,3.183659695,-1.413213904,0.180293297,0.532740071,-5.28564048,8.751405333,7.7833156,-0.169129852
Mob4,-0.169478381,3.444305554,-1.312742007,0.211206567,0.569134264,-5.409514714,11.26977833,10.0206824,-0.169478381
Nudc,-0.169478544,6.61357526,-2.294374016,0.038429572,0.278026189,-3.963199905,103.71925,92.223424,-0.169478544
Jarid2,-0.169524655,2.033587519,-1.334985896,0.204015979,0.560263412,-5.382681408,3.486374,3.0998592,-0.169524655
Zfp882,-0.169635156,0.97180423,-0.376854007,0.712154891,0.890497769,-6.173492651,1.021861367,0.90850372,-0.169635156
Trip11,-0.169712233,3.142291541,-1.05118874,0.31167394,0.660618306,-5.697932766,8.779037,7.8047394,-0.169712233
Spns1,-0.169744247,4.450519629,-1.552521895,0.143720673,0.487679666,-5.103037841,22.61354333,20.103446,-0.169744247
Macroh2a1,-0.16975318,4.699578149,-2.239166295,0.042605243,0.291230908,-4.055625399,27.38831667,24.34807,-0.16975318
Sin3a,-0.169771464,3.548620591,-0.957488188,0.355199301,0.695360252,-5.788262639,11.54526567,10.2635506,-0.169771464
Prkce,-0.16979783,2.559614482,-1.135377517,0.27602523,0.630618328,-5.610750958,5.195829,4.6189218,-0.16979783
Tm6sf2,-0.16981589,4.989680269,-1.159772605,0.266295632,0.621548095,-5.584458338,34.6706,30.820642,-0.16981589
Dennd2a,-0.169829509,1.094492845,-0.449963018,0.659896572,0.868193014,-6.142627534,1.2291417,1.09264272,-0.169829509
Cystm1,-0.169845307,2.852823639,-0.775975487,0.451179847,0.75653097,-5.942049987,7.087637667,6.3004704,-0.169845307
Nutf2,-0.16984628,3.88153872,-1.515104732,0.152865849,0.498786889,-5.153267014,14.48826667,12.879162,-0.16984628
Zfp976,-0.170030184,1.532165569,-1.087945596,0.295711438,0.64746278,-5.660555485,2.042517333,1.8154386,-0.170030184
Sec23ip,-0.170082819,3.193032014,-0.964609304,0.351747518,0.693496343,-5.781652271,9.061385,8.0536834,-0.170082819
Fgfr4,-0.170116948,5.431168163,-1.502666608,0.15601319,0.502407352,-5.169775533,46.16653667,41.031462,-0.170116948
Yap1,-0.170139688,4.33246887,-1.034235445,0.319246296,0.669138295,-5.714807774,21.82591667,19.397928,-0.170139688
Gm17415,-0.170157984,0.680703028,-0.427184974,0.675997086,0.875311974,-6.152813643,0.748125633,0.66489318,-0.170157984
Hnrnpul2,-0.170178559,5.490558157,-1.252373306,0.231751705,0.590696498,-5.480586866,48.43076333,43.042002,-0.170178559
Rab6a,-0.17030952,4.942651888,-1.32602935,0.206887091,0.565010282,-5.393527089,34.63854667,30.781614,-0.17030952
Zbtb18,-0.170346822,3.572403853,-1.195385503,0.252567307,0.608909933,-5.545264676,12.26499633,10.8990318,-0.170346822
Atp5md|Gm35857,-0.170460849,8.246260312,-1.46092123,0.166978995,0.516245465,-5.224479713,327.9638,291.41512,-0.170460849
Vps9d1,-0.170503975,3.433850921,-0.957884325,0.35500666,0.695360252,-5.787896029,10.36005,9.2052384,-0.170503975
Lcp1,-0.170616281,4.474185609,-0.999259123,0.335290454,0.680964693,-5.748885311,23.67597333,21.035228,-0.170616281
Pno1,-0.170620977,5.06989773,-1.847648603,0.086738194,0.395622883,-4.679408345,36.44017,32.37564,-0.170620977
Nup155,-0.17076704,2.533537193,-1.248062288,0.233277516,0.591387826,-5.485562598,5.491761667,4.8787176,-0.17076704
Cxcl16,-0.170909491,2.480307238,-0.383749579,0.707155763,0.88855655,-6.170808987,5.347865667,4.7504156,-0.170909491
Prkag1,-0.171114897,3.555166668,-1.569142037,0.139810739,0.483076166,-5.080457962,11.41750133,10.140523,-0.171114897
Eif4enif1,-0.171299379,3.241584599,-1.218670424,0.243892459,0.598913905,-5.519125996,9.513649,8.4485246,-0.171299379
Arf3,-0.171317333,5.386015683,-1.712179905,0.109786417,0.43297103,-4.879611423,44.10824667,39.16951,-0.171317333
Snai1,-0.171334317,1.420222626,-0.573296314,0.575894999,0.828886984,-6.078641779,2.157904533,1.91626452,-0.171334317
Unc119b,-0.171356252,4.218843413,-1.144464324,0.272369937,0.627110524,-5.601010592,19.7098,17.50245,-0.171356252
Msmo1,-0.171502141,5.661402764,-0.894973017,0.38652188,0.719362021,-5.844454658,57.29081,50.869524,-0.171502141
Cfh,-0.171521037,8.361758694,-0.737731177,0.473340332,0.770514948,-5.970733693,379.0065333,336.5222,-0.171521037
Tm9sf1,-0.171522031,5.186809581,-1.716928501,0.1088948,0.432206619,-4.872751546,37.75693667,33.52459,-0.171522031
Parp6,-0.171537863,1.943330996,-1.169028531,0.262673593,0.618608673,-5.57436375,2.974714,2.6412358,-0.171537863
Bok,-0.171749161,3.436699291,-0.857941146,0.405939005,0.728781843,-5.876159841,10.696817,9.496267,-0.171749161
Ripk4,-0.171837841,2.527824947,-0.995570832,0.337015542,0.682155804,-5.752420435,5.162549333,4.5828524,-0.171837841
Abca8b,-0.172038199,4.078070617,-1.235567374,0.237744719,0.595264255,-5.499907947,17.39593467,15.44042,-0.172038199
Abr,-0.172093944,1.166316936,-0.529675393,0.604961784,0.84220817,-6.10296349,1.444039533,1.2816624,-0.172093944
Aldoa,-0.172152334,6.055910939,-1.865507316,0.084047686,0.390295002,-4.652347541,75.77441,67.251124,-0.172152334
Cnot6,-0.172236502,3.676517034,-1.280030317,0.222150179,0.579089209,-5.448347503,13.11606267,11.6400576,-0.172236502
Crk,-0.172269682,5.297438758,-1.136528925,0.275560007,0.630119478,-5.609520248,43.54136333,38.640584,-0.172269682
Abhd17a,-0.17240236,6.334199031,-1.788348531,0.096235295,0.413388602,-4.76817152,81.99979333,72.76365,-0.17240236
Nus1,-0.172620361,4.777942319,-1.522037403,0.151135069,0.497471613,-5.144024495,30.16353333,26.761984,-0.172620361
Cap1,-0.172692462,5.656655484,-1.684518082,0.115109016,0.44167807,-4.91933383,53.62581,47.576036,-0.172692462
Thap11,-0.172702212,4.443237932,-1.551564858,0.143948636,0.487692926,-5.104333066,22.77726667,20.207522,-0.172702212
Ube2b,-0.17282409,6.392544942,-2.219734786,0.044174011,0.29484766,-4.087927499,96.56024,85.65902,-0.17282409
Tyw1,-0.172825364,2.805739121,-1.549353533,0.144476548,0.488542236,-5.107323716,6.572224333,5.8302444,-0.172825364
Tbc1d5,-0.172845419,1.839157138,-0.925382165,0.371056941,0.708684329,-5.817536098,2.736436333,2.427469,-0.172845419
Actn4,-0.173085539,5.998729787,-1.21964158,0.243535776,0.598479874,-5.518027109,68.4717,60.730544,-0.173085539
Mllt1,-0.173096199,3.952207687,-1.153258657,0.268867555,0.623643719,-5.591523477,15.88774967,14.0914356,-0.173096199
Celf1,-0.173146037,3.248360052,-0.836634848,0.417400317,0.736034698,-5.893859556,9.35643,8.2982788,-0.173146037
Golga3,-0.173149865,2.850289541,-0.91678278,0.375386331,0.711739737,-5.825228527,7.020945,6.2269054,-0.173149865
Tbc1d22a,-0.173224893,3.35695432,-1.028935063,0.321641093,0.671627421,-5.720036023,10.19698567,9.0432788,-0.173224893
Peds1,-0.173247266,3.562065745,-1.344030648,0.201149455,0.557663288,-5.371672912,11.76912167,10.4373784,-0.173247266
Agpat3,-0.173314728,5.84625228,-1.523497142,0.150772764,0.496999654,-5.142074662,59.26261,52.55425,-0.173314728
Srp14,-0.173462027,5.626494103,-2.450780086,0.028604996,0.242885534,-3.696577846,50.93337333,45.163248,-0.173462027
Pde6d,-0.173476716,2.618919155,-1.049725648,0.312322201,0.661511559,-5.699398228,5.716122667,5.0685046,-0.173476716
Saraf,-0.173509879,6.758805758,-2.134289817,0.05173681,0.317893676,-4.228465606,114.7034533,101.705588,-0.173509879
Tma7|Tma7-ps,-0.173635747,6.294707929,-2.238180152,0.042683578,0.291341432,-4.057267654,85.50583333,75.809944,-0.173635747
Sh3bgrl2,-0.17366155,3.516776089,-0.672089102,0.512895734,0.79639559,-6.016843817,11.40568067,10.1121586,-0.17366155
Ascc3,-0.173741564,2.081152792,-0.868063548,0.400567889,0.725810037,-5.867611707,3.725657,3.3029458,-0.173741564
Uap1l1,-0.173754904,2.360049089,-0.192203183,0.850451764,0.949559528,-6.227485764,4.612464333,4.0890986,-0.173754904
Pi4ka,-0.173807447,4.100108892,-1.232216263,0.238954196,0.595458737,-5.503736008,17.104435,15.1630818,-0.173807447
Hdlbp,-0.173961101,6.836149285,-1.554779181,0.143184215,0.486808514,-5.099980741,123.86371,109.793486,-0.173961101
Frmd4a,-0.174151778,0.634034845,-0.518833402,0.612298851,0.847063191,-6.108723059,0.6030355,0.5344634,-0.174151778
Tmed5,-0.174278467,4.548861382,-1.115019861,0.28434945,0.639525313,-5.632341599,27.43634667,24.314382,-0.174278467
Opa3,-0.174371536,4.361653828,-1.552288546,0.143776227,0.487692926,-5.103353699,21.33399333,18.905192,-0.174371536
Trappc6b,-0.174469905,4.607918085,-1.929419207,0.075025096,0.374683894,-4.554305995,25.18961667,22.320344,-0.174469905
Tmem65,-0.174477642,1.730511274,-1.104776044,0.288609118,0.641751253,-5.6430841,2.616026,2.31803,-0.174477642
Zscan12,-0.174486015,2.044413005,-1.110569979,0.286193981,0.640211672,-5.637018163,3.347408667,2.9660824,-0.174486015
Col6a3,-0.174545748,1.75326845,-0.472954954,0.643821037,0.860811323,-6.131826169,2.5528781,2.2619686,-0.174545748
Atp6v1f,-0.174553725,6.202176508,-2.367308905,0.03350421,0.261197756,-3.839702831,78.01874667,69.127852,-0.174553725
Vim,-0.174618654,3.387758857,-0.409357782,0.688714904,0.880943126,-6.16042682,11.09965633,9.8343142,-0.174618654
Pgd,-0.174670119,4.194088785,-1.684939961,0.11502617,0.44161854,-4.91873109,19.05634333,16.88335,-0.174670119
Pcbp4,-0.17468122,3.500655634,-1.102299775,0.289645981,0.642350198,-5.645668616,10.97373833,9.722329,-0.17468122
Zfp384,-0.17468994,3.833582458,-1.727661018,0.106903083,0.428754602,-4.857203585,14.66177333,12.989714,-0.17468994
Npl,-0.174709221,0.597367914,-0.099373875,0.922305835,0.977768544,-6.241464512,0.58963076,0.522381052,-0.174709221
Map3k15,-0.17479392,0.88000065,-0.395916374,0.698369484,0.884400034,-6.165957882,0.8759023,0.77595664,-0.17479392
Fkbp3,-0.174850028,2.552679709,-1.528206384,0.149608959,0.49475385,-5.135775512,5.417280333,4.7989498,-0.174850028
Zfx,-0.174878459,2.33332074,-1.692803701,0.113491468,0.439568473,-4.907478597,4.809252333,4.2602384,-0.174878459
Rin3,-0.175097937,3.210315515,-1.091091614,0.294374015,0.646408006,-5.657306582,9.226118333,8.1716412,-0.175097937
Zfp106,-0.175099223,4.029287537,-1.244465965,0.234556435,0.592050875,-5.489703141,17.28365733,15.3082494,-0.175099223
Sat1,-0.17529643,5.678636165,-1.140157681,0.274097719,0.628577734,-5.605634893,58.71139,51.993958,-0.17529643
Supt16,-0.175303648,3.651106867,-1.685538875,0.114908648,0.44157307,-4.917875255,12.971601,11.4874048,-0.175303648
Shkbp1,-0.175336685,2.266384277,-1.155894849,0.267824418,0.623000258,-5.588668112,3.997044,3.5396256,-0.175336685
Mgrn1,-0.175338336,5.110357355,-1.421931781,0.177796544,0.530645346,-5.274574121,35.15744667,31.134022,-0.175338336
Ipo13,-0.17552805,3.632966337,-1.472697694,0.163821912,0.513082078,-5.209158205,12.80499233,11.3380956,-0.17552805
Saal1,-0.17559743,1.333066614,-0.759737014,0.460508384,0.76255456,-5.954391043,1.620663333,1.4349366,-0.17559743
Scarb2,-0.175744244,6.254443076,-1.379020587,0.190367342,0.544870719,-5.328561896,84.04278,74.403972,-0.175744244
Otud7b,-0.175874341,3.016022941,-0.934422173,0.366543085,0.705977935,-5.80938175,8.341720667,7.3843486,-0.175874341
Tcerg1,-0.175903597,3.380733869,-1.17491194,0.260391066,0.61664702,-5.567913546,10.70130367,9.4729322,-0.175903597
Arih1,-0.17608199,4.164109393,-1.331275119,0.205201565,0.561897501,-5.387181583,19.35575167,17.1318428,-0.17608199
Rint1,-0.176138127,2.797414383,-0.853088506,0.408530825,0.730513352,-5.880226059,6.753844333,5.9776184,-0.176138127
Pdia6,-0.176151621,7.749730046,-1.474540163,0.163332534,0.512527613,-5.206753183,239.3753667,211.86174,-0.176151621
Cdk2,-0.176253233,2.595522899,-0.913053695,0.377274524,0.712844906,-5.828544718,5.556384,4.917391,-0.176253233
Gm25612,-0.176300342,1.113074076,0.013615245,0.989336632,0.998250851,-6.246475901,2.613382733,2.31276404,-0.176300342
Sh2b1,-0.176304996,5.087167176,-1.783274644,0.097089487,0.414054325,-4.775686517,35.71620667,31.607652,-0.176304996
Bsdc1,-0.176465939,4.655710834,-1.727050422,0.107015528,0.429070741,-4.858089759,26.98799333,23.88081,-0.176465939
Elk3,-0.176508085,1.846156235,-0.446778974,0.662136902,0.86909299,-6.144082266,2.957815,2.6171992,-0.176508085
Tbk1,-0.176541734,4.037750841,-1.412985995,0.180358957,0.532740071,-5.285929118,17.72268833,15.6814148,-0.176541734
Smagp,-0.176584767,4.154540365,-1.481150795,0.161586782,0.510492938,-5.198106604,18.26057667,16.156868,-0.176584767
Dip2c,-0.176676126,2.495012328,-1.150688951,0.269887373,0.624885114,-5.594301727,4.831272333,4.2744152,-0.176676126
C130050O18Rik,-0.176693456,0.467825933,-0.432893556,0.671946068,0.873256183,-6.150309068,0.46605805,0.412334794,-0.176693456
Ccdc189,-0.176726291,0.776134967,-0.567125462,0.579962073,0.832094264,-6.082193782,0.8198423,0.72532126,-0.176726291
Osbpl7,-0.176784512,0.815103918,-0.419011802,0.681815291,0.877946397,-6.156343237,0.786159567,0.6954938,-0.176784512
Snx13,-0.176789994,3.253063861,-1.409964558,0.181231286,0.534027632,-5.289752438,9.734112333,8.6114694,-0.176789994
St6gal1,-0.177056902,5.869066995,-0.900815325,0.383517094,0.71737757,-5.839344443,67.11260333,59.36147,-0.177056902
Mrpl38,-0.17710712,6.252094406,-2.409042782,0.03096231,0.252541484,-3.768370423,80.71225,71.387948,-0.17710712
Apc,-0.177121352,2.604758293,-1.071673573,0.302701304,0.653924092,-5.677234772,5.886044,5.206006,-0.177121352
Fgfrl1,-0.177125104,4.434891543,-0.848039798,0.411238997,0.732176256,-5.88443469,20.03171333,17.717324,-0.177125104
Utrn,-0.177136598,2.519791076,-1.227725637,0.240582521,0.597008657,-5.508852901,5.124596667,4.5324838,-0.177136598
Wdtc1,-0.177157866,5.822387859,-1.133278828,0.276874734,0.631090437,-5.612991567,59.71928,52.818338,-0.177157866
Daxx,-0.177179439,3.629518081,-1.63098776,0.12605329,0.461230027,-4.995022515,12.66730167,11.203347,-0.177179439
Cyth1,-0.177298733,4.720897002,-0.949792442,0.358956328,0.698110432,-5.795358623,27.37193,24.206566,-0.177298733
Hba-a1,-0.177348561,6.42359889,-0.789723842,0.443375661,0.752763819,-5.931415626,99.02376667,87.569366,-0.177348561
Notch2,-0.177387654,3.58657867,-0.50229753,0.623572863,0.851319948,-6.117287143,12.778277,11.299866,-0.177387654
Dram2,-0.177426197,4.782480916,-1.805349405,0.093421801,0.408767655,-4.742898485,29.44309333,26.035914,-0.177426197
Snx15,-0.17743207,3.829797098,-1.507393916,0.154810596,0.500842274,-5.163512406,14.43498667,12.764506,-0.17743207
Cd8a,-0.177677073,0.705884425,-0.405280154,0.691637877,0.881181424,-6.162123767,0.644715083,0.570008986,-0.177677073
Igkj5,-0.177702715,1.61256114,-0.633533516,0.536999474,0.807397183,-6.042059261,4.403137333,3.8928564,-0.177702715
Asxl1,-0.177704757,3.159577892,-1.230031007,0.239745497,0.596652112,-5.506227865,8.862674333,7.8355652,-0.177704757
Atf7,-0.177715134,2.68490715,-1.177785208,0.259281925,0.615625775,-5.564753982,6.008479,5.3121088,-0.177715134
Lmo2,-0.177908894,2.138529575,-0.48904349,0.632681065,0.854706593,-6.123958848,4.128211,3.6492698,-0.177908894
Rtn3,-0.17796332,5.371218833,-2.085609867,0.056568604,0.331311853,-4.307376931,45.88817667,40.562854,-0.17796332
Rabgap1,-0.178078742,1.978842197,-1.06116167,0.307281502,0.657330987,-5.687897948,3.266276333,2.886994,-0.178078742
Svbp,-0.178086135,3.304371154,-1.059375262,0.308064927,0.658216072,-5.689701296,9.585561667,8.472436,-0.178086135
Slc22a13b,-0.178101085,0.674950246,-0.285561092,0.779560316,0.919968826,-6.204513702,0.674668367,0.59631616,-0.178101085
Hsf1,-0.178132841,2.977612516,-1.582753295,0.136676886,0.47903984,-5.061844708,7.648935333,6.760482,-0.178132841
Rps27a-ps2,-0.178271604,1.046369301,-0.425924777,0.676892784,0.875938523,-6.153362184,1.090692133,0.96391132,-0.178271604
Pglyrp2,-0.178408125,7.3064655,-1.419242776,0.178563586,0.531145961,-5.2779928,175.4034,155.00004,-0.178408125
Dhx9,-0.178464925,4.085791245,-1.184326819,0.256770331,0.612619734,-5.557537386,18.12685967,16.0176676,-0.178464925
Mapk14,-0.17851434,5.861119257,-1.627720243,0.126749691,0.46161212,-4.999591061,61.53429333,54.372468,-0.17851434
Trim28,-0.178551951,5.214410259,-1.731472874,0.106203459,0.427766258,-4.851666947,39.48928,34.89231,-0.178551951
Fam189b,-0.178608497,0.850722812,-0.426540337,0.676455205,0.875638638,-6.153094439,0.840048167,0.74222858,-0.178608497
Ywhaz,-0.178798729,5.823018581,-1.836819481,0.088407128,0.397832075,-4.695744259,64.12273333,56.648478,-0.178798729
Gtf2b,-0.178979522,3.400680172,-1.723895291,0.10759823,0.429517863,-4.862665779,11.11686867,9.8198368,-0.178979522
Abca3,-0.179094447,4.178906092,-0.766505533,0.456605517,0.760396773,-5.949276007,19.11582367,16.8841894,-0.179094447
Emsy,-0.179135718,1.597335198,-1.314835756,0.210521141,0.568102027,-5.407003615,2.313329333,2.0432064,-0.179135718
Smyd1,-0.179166153,1.858090372,-1.105384821,0.288354638,0.641751253,-5.642447976,2.909254333,2.5694922,-0.179166153
Ube2q1,-0.179257643,3.969724675,-1.653322992,0.121381361,0.454939481,-4.963634026,15.7317,13.893566,-0.179257643
Mea1,-0.179302428,6.367903775,-2.246458992,0.042030121,0.28978304,-4.043471006,85.18203,75.226798,-0.179302428
Amfr,-0.179334416,7.612043578,-1.569852011,0.139645765,0.483076166,-5.079489766,214.5967667,189.51262,-0.179334416
Hras,-0.179406628,4.448684853,-2.520469505,0.02504756,0.227042871,-3.575757668,22.51917667,19.885922,-0.179406628
Ythdf2,-0.179413494,3.570448951,-1.623842387,0.127580499,0.462866175,-5.005005151,12.096925,10.6823338,-0.179413494
Tgfbr3,-0.179447701,2.15969126,-0.644652545,0.529983521,0.804041202,-6.034930588,3.823033667,3.3758954,-0.179447701
Ghdc,-0.179485198,3.778611725,-1.568322906,0.140001286,0.483264792,-5.081574646,13.643176,12.0471704,-0.179485198
Mfap1b,-0.179556471,2.21509308,-1.352398319,0.198526745,0.552890799,-5.361438653,4.399001333,3.8842056,-0.179556471
Cttn,-0.179697272,5.088233443,-1.55651296,0.142773334,0.486405043,-5.097630579,35.43457333,31.284768,-0.179697272
Kat8,-0.179731345,3.800357309,-1.729606769,0.106545455,0.427873286,-4.854378369,14.48208667,12.785762,-0.179731345
Cep76,-0.179894965,2.271728962,-1.353210627,0.19827363,0.552723474,-5.3604426,4.229502333,3.7336662,-0.179894965
Trim32,-0.179926624,2.840448954,-1.224559082,0.241735958,0.598012865,-5.512452187,6.586911,5.8145818,-0.179926624
Gpkow,-0.179965249,3.853162168,-1.608118068,0.130997842,0.468946554,-5.02687135,15.354328,13.5536378,-0.179965249
Usp15,-0.180016047,2.70546224,-1.616202298,0.129231151,0.465638992,-5.015647003,6.194748,5.4680618,-0.180016047
Txndc5,-0.18002839,6.874889397,-1.902740404,0.078678927,0.380485209,-4.595455508,124.57667,109.962036,-0.18002839
Ttll12,-0.180174712,2.918205798,-1.154792687,0.268260165,0.623245765,-5.589862552,6.885947667,6.0775106,-0.180174712
Atxn7,-0.180189235,3.338479582,-0.880826417,0.393863833,0.722843614,-5.856706716,10.68581933,9.4311676,-0.180189235
Taf5l,-0.18025026,3.193559973,-1.306188807,0.213363497,0.57174338,-5.417354399,8.936511,7.8869168,-0.18025026
Gm4202,-0.180256299,1.125915856,-0.448668936,0.660806694,0.868508242,-6.143219985,1.527848567,1.34839694,-0.180256299
Smg7,-0.180412064,3.945255371,-1.47007694,0.164520128,0.513388541,-5.212575457,16.44273667,14.509908,-0.180412064
Rsph3b,-0.180449674,3.847370435,-1.427906403,0.176102055,0.527530119,-5.266961412,14.89843767,13.1467972,-0.180449674
Pon2,-0.180499592,4.153505938,-1.545188683,0.145475316,0.490177816,-5.11294843,18.65466333,16.460826,-0.180499592
Gtpbp2,-0.180500868,4.400389627,-2.248248077,0.04189015,0.289528232,-4.040486638,22.54547,19.894046,-0.180500868
Ncaph2,-0.180665498,4.557985157,-2.147010279,0.050539055,0.314777658,-4.207703555,24.6264,21.727772,-0.180665498
Zfp791,-0.180712836,0.859570261,-0.54332819,0.595785525,0.838488628,-6.095548591,0.8709003,0.76836656,-0.180712836
Lamtor4,-0.180762211,5.357467861,-1.283704217,0.220898933,0.578262359,-5.444023785,42.64758333,37.625266,-0.180762211
Trappc4,-0.18077963,3.743120946,-1.144154201,0.272494077,0.627267209,-5.601344064,13.874563,12.2405018,-0.18077963
Atp6ap2,-0.180796191,4.883792485,-1.376814247,0.19103295,0.545283495,-5.331304721,32.62655,28.783664,-0.180796191
Arhgef12,-0.180965497,4.712771018,-1.032091409,0.320213435,0.670148222,-5.716925375,28.09481,24.782782,-0.180965497
Slc7a7,-0.180978125,2.253508246,-0.56871402,0.578913655,0.831150418,-6.081282888,4.541482,4.0060628,-0.180978125
Snx7,-0.181058661,2.919657858,-1.082465804,0.2980518,0.64976718,-5.666195835,7.42856,6.5524022,-0.181058661
Zfand4,-0.181214992,3.929166942,-1.355464913,0.197572571,0.551733294,-5.357676043,15.53572767,13.7018892,-0.181214992
Gpr153,-0.181301208,0.889538025,-0.551711894,0.590185955,0.836877595,-6.090906025,0.8693932,0.76672414,-0.181301208
Hook1,-0.181371076,4.413169079,-1.265779857,0.227057118,0.585039964,-5.465027515,22.85879967,20.1583642,-0.181371076
Dis3l2,-0.18155504,2.343805836,-1.221194895,0.242966129,0.598012865,-5.516268053,4.148377,3.65784,-0.18155504
Tmem70,-0.181624351,5.455372528,-2.253508367,0.041481143,0.288044213,-4.031706098,47.23708,41.649392,-0.181624351
Sdcbp,-0.181653104,4.070803259,-2.111920846,0.053907374,0.324512222,-4.26483445,17.57889333,15.499172,-0.181653104
Ddx41,-0.181658944,4.245253271,-2.300212868,0.038011289,0.277261019,-3.953370281,19.19964333,16.928106,-0.181658944
Gdpd3,-0.181793992,0.587366283,-0.349947032,0.731792124,0.898421478,-6.183508568,0.636151633,0.56083512,-0.181793992
